customer_id,gender,senior_citizen,tenure_months,monthly_charges,contract_type,internet_service,online_security,tech_support,payment_method,support_calls,total_charges,churn
36,Male,1,38,80.39,Month-to-month,Fiber optic,0,0,UPI,7,3054.82,0
37,Female,0,6,77.66,Two year,Fiber optic,0,0,Bank transfer,1,465.96,0
38,Male,0,25,75.88,Two year,DSL,0,1,UPI,7,1897.0,1
39,Male,0,17,57.12,Month-to-month,DSL,0,0,Credit card,0,971.04,1
40,Male,1,61,98.56,Month-to-month,Fiber optic,1,0,UPI,5,6012.16,1
41,Male,0,12,45.28,Month-to-month,DSL,0,0,Debit Card,6,543.36,1
42,Male,0,6,113.89,Month-to-month,Fiber optic,0,1,Debit Card,6,683.34,1
43,Female,0,27,109.4,One year,Fiber optic,0,1,Bank transfer,0,2953.8,0
44,Female,0,8,53.75,One year,Fiber optic,1,1,Bank transfer,7,430.0,1
45,Female,0,65,92.95,Month-to-month,Fiber optic,0,0,Bank transfer,6,6041.75,1
46,Female,1,57,77.32,Month-to-month,Fiber optic,1,0,Bank transfer,7,4407.24,1
47,Female,1,40,53.76,Month-to-month,DSL,0,1,Credit card,2,2150.4,0
48,Male,0,14,118.85,Month-to-month,DSL,1,0,Credit card,3,1663.9,0
49,Female,0,35,22.52,Month-to-month,Fiber optic,1,0,Debit Card,6,788.2,1
50,Female,1,48,45.26,Month-to-month,Fiber optic,0,0,Credit card,2,2172.48,1
51,Male,0,56,72.01,Month-to-month,Fiber optic,1,1,UPI,5,4032.56,0
52,Female,0,49,72.2,Month-to-month,Fiber optic,0,0,Debit Card,5,3537.8,1
53,Male,0,13,78.89,Month-to-month,No,0,0,Bank transfer,0,1025.57,1
54,Female,0,61,95.17,Month-to-month,DSL,0,1,Bank transfer,6,5805.37,1
55,Male,0,49,82.35,Month-to-month,DSL,0,0,Credit card,7,4035.15,1
56,Female,0,46,80.03,Month-to-month,DSL,1,0,Debit Card,6,3681.38,1
57,Female,1,62,25.35,Month-to-month,Fiber optic,0,1,Credit card,7,1571.7,1
58,Male,1,8,57.65,Month-to-month,Fiber optic,0,1,Credit card,7,461.2,1
59,Male,0,43,43.21,Month-to-month,Fiber optic,0,1,Credit card,6,1858.03,1
60,Male,0,20,46.54,One year,Fiber optic,0,1,Debit Card,7,930.8,0
61,Male,1,39,75.43,Two year,No,0,0,Bank transfer,4,2941.77,1
62,Male,0,49,39.95,One year,No,1,1,UPI,1,1957.55,1
63,Male,0,64,49.39,Month-to-month,DSL,0,0,Bank transfer,3,3160.96,1
64,Male,1,62,43.71,Two year,Fiber optic,0,1,Debit Card,6,2710.02,1
65,Male,1,54,114.85,One year,Fiber optic,0,1,Bank transfer,1,6201.9,0
66,Female,0,9,114.47,Month-to-month,DSL,0,1,Bank transfer,4,1030.23,1
67,Female,0,37,80.99,Month-to-month,Fiber optic,0,1,UPI,7,2996.63,1
68,Male,0,49,112.45,Two year,Fiber optic,1,1,Bank transfer,7,5510.05,0
69,Female,0,41,98.58,Month-to-month,DSL,0,0,Bank transfer,5,4041.78,0
70,Female,0,17,78.99,Month-to-month,Fiber optic,0,1,Bank transfer,3,1342.83,1
71,Female,0,21,20.64,One year,Fiber optic,0,0,Credit card,2,433.44,1
72,Female,0,51,97.25,One year,DSL,0,0,Debit Card,5,4959.75,1
73,Male,0,59,90.25,Month-to-month,Fiber optic,1,0,Debit Card,5,5324.75,1
74,Female,0,39,81.53,Month-to-month,DSL,0,0,UPI,7,3179.67,1
75,Male,0,55,96.04,Month-to-month,Fiber optic,0,1,Credit card,0,5282.2,1
76,Female,1,41,71.29,One year,DSL,1,1,Credit card,4,2922.89,1
77,Female,0,39,90.41,Month-to-month,Fiber optic,0,0,Bank transfer,0,3525.99,0
78,Female,0,13,113.52,Month-to-month,Fiber optic,0,0,Debit Card,0,1475.76,1
79,Male,0,64,57.58,One year,DSL,0,0,UPI,1,3685.12,1
80,Female,0,11,90.81,Month-to-month,Fiber optic,0,1,Credit card,5,998.91,1
81,Male,0,19,67.57,One year,Fiber optic,1,0,Bank transfer,7,1283.83,1
82,Female,0,11,87.44,Month-to-month,Fiber optic,0,1,UPI,4,961.84,1
83,Male,0,46,96.29,Month-to-month,Fiber optic,1,1,Credit card,0,4429.34,0
84,Female,0,45,24.55,One year,Fiber optic,0,0,UPI,7,1104.75,0
85,Male,0,1,84.66,Month-to-month,DSL,1,1,Credit card,7,84.66,0
86,Male,0,40,42.67,Month-to-month,DSL,0,1,UPI,7,1706.8,1
87,Female,1,19,87.0,Month-to-month,Fiber optic,0,1,Credit card,2,1653.0,1
88,Male,0,61,66.83,One year,Fiber optic,0,0,Credit card,3,4076.63,1
89,Female,0,12,97.36,Two year,DSL,0,0,UPI,7,1168.32,0
90,Female,0,61,32.34,Two year,Fiber optic,0,1,Credit card,6,1972.74,0
91,Female,0,33,82.63,Month-to-month,DSL,1,0,Credit card,4,2726.79,1
92,Female,0,45,47.85,Month-to-month,Fiber optic,1,1,Credit card,1,2153.25,0
93,Female,0,69,105.3,Month-to-month,DSL,0,0,UPI,4,7265.7,0
94,Female,1,8,112.84,One year,DSL,0,0,UPI,5,902.72,1
95,Female,0,25,119.64,Month-to-month,No,1,0,Credit card,1,2991.0,0
96,Female,0,46,99.6,Two year,DSL,0,0,Credit card,3,4581.6,1
97,Female,0,30,95.37,Month-to-month,Fiber optic,1,0,UPI,7,2861.1,1
98,Female,1,47,41.55,Two year,DSL,0,0,Bank transfer,2,1952.85,1
99,Female,0,49,53.6,One year,Fiber optic,0,0,Credit card,0,2626.4,0
100,Male,0,47,66.57,One year,Fiber optic,0,1,Bank transfer,4,3128.79,0
101,Male,0,18,97.34,Month-to-month,DSL,0,1,UPI,1,1752.12,1
102,Female,0,66,111.5,Month-to-month,Fiber optic,0,0,Credit card,7,7359.0,0
103,Female,0,68,38.91,Month-to-month,Fiber optic,1,0,Bank transfer,3,2645.88,0
104,Female,1,33,112.24,Month-to-month,Fiber optic,1,0,UPI,0,3703.92,0
105,Female,0,36,89.56,Month-to-month,Fiber optic,0,0,Bank transfer,6,3224.16,1
106,Female,0,19,81.08,Month-to-month,Fiber optic,0,0,Debit Card,3,1540.52,0
107,Female,0,28,39.98,Month-to-month,DSL,0,0,UPI,2,1119.44,1
108,Female,0,40,25.55,One year,DSL,1,0,Debit Card,0,1022.0,1
109,Female,0,15,76.85,One year,Fiber optic,0,1,UPI,0,1152.75,1
110,Male,0,41,85.15,Month-to-month,Fiber optic,0,0,UPI,6,3491.15,1
111,Female,0,39,41.08,Two year,DSL,0,1,Credit card,7,1602.12,0
112,Male,0,2,75.65,Month-to-month,Fiber optic,0,0,Debit Card,0,151.3,1
113,Female,0,63,105.65,Month-to-month,Fiber optic,1,1,Debit Card,1,6655.95,1
114,Female,0,29,103.51,Month-to-month,Fiber optic,0,0,Debit Card,0,3001.79,0
115,Male,0,66,112.74,One year,DSL,0,0,UPI,3,7440.84,0
116,Female,0,51,56.59,Month-to-month,Fiber optic,0,0,Debit Card,1,2886.09,0
117,Male,0,10,51.8,Month-to-month,DSL,0,0,Debit Card,0,518.0,1
118,Female,0,14,94.94,One year,Fiber optic,0,0,Credit card,3,1329.16,0
119,Female,1,51,63.11,Month-to-month,Fiber optic,0,0,Bank transfer,3,3218.61,1
120,Male,1,39,28.75,One year,Fiber optic,0,1,Bank transfer,4,1121.25,0
121,Female,0,28,48.28,Two year,DSL,0,0,Debit Card,3,1351.84,0
122,Male,0,3,61.86,Two year,DSL,0,1,Debit Card,6,185.58,0
123,Female,0,70,49.25,Month-to-month,Fiber optic,0,0,Debit Card,5,3447.5,1
124,Male,0,27,53.22,Month-to-month,Fiber optic,1,1,Debit Card,2,1436.94,1
125,Male,0,2,49.38,Month-to-month,DSL,0,0,Bank transfer,0,98.76,1
126,Female,0,38,24.15,Month-to-month,Fiber optic,0,0,Credit card,6,917.7,1
127,Female,0,3,83.71,Month-to-month,DSL,0,0,UPI,0,251.13,1
128,Male,0,16,79.73,Month-to-month,DSL,0,0,Debit Card,0,1275.68,0
129,Female,0,40,85.34,Two year,DSL,0,0,Debit Card,3,3413.6,1
130,Female,0,2,39.23,Two year,DSL,1,0,Bank transfer,3,78.46,0
131,Female,0,41,49.57,Month-to-month,DSL,0,1,Debit Card,0,2032.37,1
132,Male,0,12,81.96,Month-to-month,Fiber optic,0,1,Credit card,5,983.52,1
133,Male,0,35,79.96,Month-to-month,Fiber optic,1,0,Credit card,1,2798.6,0
134,Male,0,65,70.63,Month-to-month,Fiber optic,0,1,Debit Card,1,4590.95,0
135,Male,0,55,55.04,One year,DSL,1,1,Bank transfer,2,3027.2,0
136,Male,0,45,111.29,One year,DSL,0,1,Debit Card,4,5008.05,1
137,Male,0,62,53.98,Two year,DSL,1,0,Debit Card,7,3346.76,0
138,Male,0,49,65.56,One year,DSL,1,0,Bank transfer,6,3212.44,0
139,Male,0,25,87.81,Month-to-month,Fiber optic,1,0,Credit card,2,2195.25,1
140,Male,0,23,74.3,One year,Fiber optic,1,1,UPI,7,1708.9,0
141,Female,0,24,54.69,Month-to-month,DSL,1,0,Debit Card,0,1312.56,1
142,Male,1,38,63.56,Month-to-month,DSL,1,0,Credit card,6,2415.28,1
143,Female,0,28,99.45,Month-to-month,DSL,0,0,Debit Card,0,2784.6,0
144,Female,0,21,47.81,Month-to-month,DSL,0,0,UPI,0,1004.01,0
145,Female,0,54,34.23,Month-to-month,Fiber optic,0,1,Bank transfer,4,1848.42,1
146,Male,0,18,51.32,Month-to-month,DSL,1,0,Credit card,3,923.76,0
147,Male,0,36,104.95,Two year,Fiber optic,1,1,UPI,4,3778.2,1
148,Male,1,45,28.9,Month-to-month,Fiber optic,1,1,Debit Card,2,1300.5,0
149,Male,0,53,119.17,Month-to-month,Fiber optic,1,0,UPI,3,6316.01,0
150,Female,0,30,74.1,Month-to-month,Fiber optic,0,0,Credit card,3,2223.0,1
151,Male,0,60,118.48,One year,Fiber optic,0,1,Bank transfer,2,7108.8,1
152,Male,0,32,113.9,Month-to-month,DSL,0,0,Debit Card,3,3644.8,1
153,Male,0,67,65.28,Two year,Fiber optic,0,0,Bank transfer,6,4373.76,1
154,Male,0,67,39.85,Two year,Fiber optic,0,0,Bank transfer,1,2669.95,0
155,Male,0,28,36.49,Month-to-month,DSL,1,0,UPI,2,1021.72,1
156,Female,1,44,44.0,One year,Fiber optic,1,0,UPI,7,1936.0,1
157,Male,0,41,91.01,Month-to-month,Fiber optic,0,0,Credit card,2,3731.41,1
158,Female,0,63,47.29,Month-to-month,Fiber optic,0,0,Credit card,1,2979.27,1
159,Male,0,23,54.14,One year,DSL,0,0,Bank transfer,4,1245.22,1
160,Female,0,48,64.88,Month-to-month,DSL,0,1,Credit card,4,3114.24,1
161,Male,0,32,111.32,Month-to-month,Fiber optic,0,0,Bank transfer,4,3562.24,1
162,Male,0,57,38.94,Month-to-month,DSL,0,1,Debit Card,3,2219.58,0
163,Female,0,33,20.5,Month-to-month,Fiber optic,0,0,Bank transfer,1,676.5,0
164,Female,0,24,26.01,Two year,Fiber optic,0,1,Credit card,6,624.24,0
165,Female,0,39,110.48,Month-to-month,DSL,1,0,Credit card,2,4308.72,0
166,Male,0,34,84.75,One year,Fiber optic,0,1,Bank transfer,2,2881.5,0
167,Female,0,56,47.3,Month-to-month,Fiber optic,0,0,UPI,2,2648.8,1
168,Male,1,28,37.72,One year,DSL,0,1,Bank transfer,3,1056.16,1
169,Male,0,37,49.43,Month-to-month,Fiber optic,0,0,Bank transfer,3,1828.91,1
170,Female,0,7,31.48,Month-to-month,Fiber optic,0,0,UPI,5,220.36,1
171,Female,1,68,114.15,Two year,Fiber optic,1,0,Debit Card,6,7762.2,0
172,Male,0,37,98.42,Month-to-month,Fiber optic,0,1,UPI,4,3641.54,1
173,Male,1,56,66.24,Month-to-month,Fiber optic,0,1,Credit card,7,3709.44,1
174,Female,0,65,106.5,Month-to-month,Fiber optic,0,0,UPI,5,6922.5,1
175,Female,0,65,44.95,One year,Fiber optic,0,1,Credit card,5,2921.75,1
176,Female,0,47,91.71,Month-to-month,Fiber optic,0,1,Credit card,3,4310.37,1
177,Male,0,20,105.61,Two year,No,0,1,Bank transfer,4,2112.2,1
178,Male,0,19,55.68,Month-to-month,Fiber optic,1,1,Bank transfer,4,1057.92,1
179,Male,0,29,95.75,Month-to-month,DSL,1,1,Debit Card,2,2776.75,0
180,Male,0,60,49.51,One year,Fiber optic,1,0,Credit card,3,2970.6,0
181,Male,0,18,49.89,One year,Fiber optic,0,1,Bank transfer,4,898.02,0
182,Male,0,35,30.71,Two year,DSL,0,0,Credit card,7,1074.85,0
183,Female,1,43,64.01,Two year,No,1,1,Debit Card,5,2752.43,0
184,Male,0,11,92.97,Month-to-month,DSL,0,0,Credit card,1,1022.67,1
185,Male,0,49,114.02,Month-to-month,DSL,0,0,Debit Card,1,5586.98,0
186,Male,0,38,80.38,Month-to-month,No,0,0,Debit Card,3,3054.44,0
187,Female,0,64,106.31,One year,Fiber optic,0,1,Debit Card,2,6803.84,0
188,Male,1,69,102.25,Two year,DSL,0,1,Bank transfer,2,7055.25,0
189,Male,0,8,37.33,Month-to-month,Fiber optic,0,0,UPI,4,298.64,1
190,Female,0,34,68.58,Month-to-month,Fiber optic,0,1,UPI,7,2331.72,1
191,Male,0,48,31.69,Month-to-month,DSL,1,1,Bank transfer,6,1521.12,1
192,Male,0,56,88.22,One year,No,0,1,Credit card,3,4940.32,0
193,Male,0,65,114.99,Month-to-month,Fiber optic,0,0,Bank transfer,6,7474.35,1
194,Male,0,31,33.71,Month-to-month,Fiber optic,0,1,Credit card,1,1045.01,0
195,Male,0,4,93.39,Month-to-month,Fiber optic,0,0,Debit Card,5,373.56,1
196,Female,0,50,83.22,One year,Fiber optic,0,1,Bank transfer,4,4161.0,1
197,Female,0,69,78.36,One year,DSL,1,0,UPI,5,5406.84,1
198,Female,1,30,59.01,One year,DSL,0,0,Credit card,6,1770.3,0
199,Male,1,59,55.51,Month-to-month,Fiber optic,1,1,Bank transfer,4,3275.09,1
200,Male,0,67,24.52,Month-to-month,Fiber optic,0,0,Bank transfer,0,1642.84,1
201,Male,0,45,41.79,One year,DSL,0,0,Credit card,5,1880.55,0
202,Female,0,4,21.52,Two year,Fiber optic,1,1,Debit Card,3,86.08,1
203,Male,0,26,78.14,Month-to-month,Fiber optic,0,0,Debit Card,5,2031.64,1
204,Male,1,27,30.59,Month-to-month,DSL,0,0,Debit Card,5,825.93,1
205,Female,0,46,107.3,Month-to-month,DSL,0,0,Debit Card,4,4935.8,1
206,Male,0,64,72.31,Month-to-month,DSL,0,0,Credit card,1,4627.84,0
207,Female,0,51,89.97,One year,Fiber optic,0,0,UPI,6,4588.47,1
208,Female,0,50,61.09,Month-to-month,DSL,0,0,Bank transfer,0,3054.5,1
209,Female,0,6,76.06,Month-to-month,Fiber optic,0,1,Bank transfer,5,456.36,1
210,Male,0,59,114.27,Month-to-month,Fiber optic,0,0,Debit Card,7,6741.93,1
211,Male,0,15,28.27,Month-to-month,Fiber optic,1,0,Credit card,6,424.05,1
212,Male,0,30,45.39,Month-to-month,DSL,1,0,UPI,7,1361.7,1
213,Male,0,42,98.0,Month-to-month,Fiber optic,1,0,UPI,6,4116.0,1
214,Male,0,37,29.87,Month-to-month,Fiber optic,0,1,Bank transfer,7,1105.19,1
215,Male,0,42,27.57,One year,No,1,1,Debit Card,1,1157.94,0
216,Male,0,35,56.15,Month-to-month,Fiber optic,0,0,Bank transfer,2,1965.25,1
217,Female,0,6,29.22,Month-to-month,Fiber optic,1,0,Bank transfer,0,175.32,1
218,Male,0,68,78.51,Two year,Fiber optic,0,0,UPI,0,5338.68,0
219,Female,0,18,42.63,One year,DSL,0,1,Credit card,7,767.34,0
220,Male,0,29,109.57,One year,DSL,1,0,UPI,7,3177.53,1
221,Male,0,59,98.35,Month-to-month,DSL,0,0,Bank transfer,7,5802.65,1
222,Male,1,47,89.97,Month-to-month,Fiber optic,0,0,Debit Card,6,4228.59,1
223,Female,0,17,81.69,Month-to-month,DSL,1,1,Debit Card,4,1388.73,1
224,Female,0,22,106.35,Month-to-month,DSL,1,1,Credit card,5,2339.7,0
225,Female,0,68,42.31,Month-to-month,No,1,1,Credit card,2,2877.08,1
226,Female,0,69,107.31,Two year,DSL,0,0,Credit card,7,7404.39,1
227,Male,0,37,98.95,Month-to-month,DSL,0,0,Bank transfer,4,3661.15,1
228,Female,0,49,94.82,Month-to-month,DSL,0,0,Bank transfer,3,4646.18,1
229,Male,0,13,76.13,Month-to-month,Fiber optic,0,1,Credit card,1,989.69,1
230,Male,0,34,44.62,Month-to-month,Fiber optic,0,1,Debit Card,1,1517.08,1
231,Female,0,53,62.35,One year,DSL,0,0,Debit Card,4,3304.55,0
232,Female,0,51,99.36,Month-to-month,Fiber optic,0,0,Debit Card,6,5067.36,1
233,Female,0,3,23.18,One year,Fiber optic,0,0,Bank transfer,1,69.54,1
234,Female,0,42,98.21,Two year,Fiber optic,1,0,UPI,5,4124.82,0
235,Female,0,32,44.01,Month-to-month,No,1,0,Debit Card,1,1408.32,0
236,Female,0,51,34.43,Month-to-month,Fiber optic,1,0,Debit Card,5,1755.93,1
237,Female,0,46,31.57,Two year,Fiber optic,1,0,Debit Card,3,1452.22,0
238,Female,0,21,22.73,One year,DSL,0,0,Credit card,7,477.33,0
239,Male,0,44,72.36,Month-to-month,DSL,1,1,Bank transfer,2,3183.84,0
240,Female,0,11,41.83,Two year,DSL,0,0,Credit card,0,460.13,1
241,Female,0,68,118.94,Month-to-month,Fiber optic,1,0,Credit card,4,8087.92,1
242,Male,0,1,77.44,Two year,Fiber optic,1,0,UPI,4,77.44,1
243,Female,0,63,33.79,Month-to-month,Fiber optic,1,1,Credit card,5,2128.77,0
244,Male,0,24,88.88,Month-to-month,DSL,0,1,UPI,3,2133.12,1
245,Male,0,13,109.77,Two year,Fiber optic,0,0,Credit card,3,1427.01,0
246,Female,0,11,94.52,Month-to-month,No,0,0,Debit Card,6,1039.72,1
247,Male,1,51,27.64,Month-to-month,Fiber optic,0,0,Bank transfer,0,1409.64,1
248,Male,0,17,109.59,Month-to-month,Fiber optic,0,1,Credit card,7,1863.03,1
249,Male,1,24,99.39,Two year,Fiber optic,0,1,UPI,2,2385.36,0
250,Male,0,19,35.83,One year,No,0,1,Bank transfer,4,680.77,1
251,Female,0,37,25.18,One year,Fiber optic,0,0,UPI,5,931.66,1
252,Male,0,8,75.73,Month-to-month,Fiber optic,1,1,Debit Card,3,605.84,0
253,Female,1,28,35.6,One year,DSL,0,1,Credit card,7,996.8,0
254,Male,0,5,103.46,Month-to-month,DSL,0,1,Bank transfer,4,517.3,1
255,Male,0,17,55.83,Month-to-month,Fiber optic,1,0,Debit Card,5,949.11,1
256,Male,0,36,111.29,One year,DSL,0,0,Credit card,1,4006.44,0
257,Male,0,19,76.57,Month-to-month,No,1,0,Credit card,7,1454.83,1
258,Female,0,64,38.27,Month-to-month,DSL,0,0,UPI,4,2449.28,1
259,Female,0,11,33.96,Month-to-month,Fiber optic,0,0,UPI,2,373.56,0
260,Male,0,54,77.65,Month-to-month,DSL,0,1,Debit Card,7,4193.1,1
261,Male,0,45,96.19,Two year,DSL,0,1,UPI,5,4328.55,0
262,Female,1,47,98.15,Month-to-month,No,0,1,Debit Card,2,4613.05,1
263,Male,1,12,47.58,One year,DSL,0,0,Debit Card,4,570.96,0
264,Male,0,21,40.42,Month-to-month,DSL,0,0,Debit Card,1,848.82,1
265,Male,0,11,21.68,Month-to-month,DSL,0,1,UPI,2,238.48,1
266,Female,1,5,87.92,Month-to-month,Fiber optic,0,0,Bank transfer,3,439.6,0
267,Female,0,56,27.66,One year,DSL,0,0,Debit Card,5,1548.96,1
268,Female,0,20,62.08,One year,Fiber optic,0,1,Bank transfer,4,1241.6,0
269,Male,1,41,80.17,Two year,Fiber optic,0,1,Credit card,1,3286.97,1
270,Male,0,46,113.71,One year,Fiber optic,0,0,UPI,3,5230.66,0
271,Female,0,12,51.18,Month-to-month,Fiber optic,0,1,UPI,4,614.16,0
272,Female,0,70,44.98,One year,Fiber optic,0,1,Bank transfer,7,3148.6,0
273,Female,1,17,85.42,Two year,DSL,1,1,Credit card,6,1452.14,0
274,Female,1,19,81.92,One year,Fiber optic,0,1,Credit card,1,1556.48,0
275,Male,1,26,53.21,Month-to-month,DSL,1,0,Debit Card,3,1383.46,1
276,Female,0,48,112.81,Month-to-month,Fiber optic,1,1,UPI,2,5414.88,1
277,Male,1,52,104.49,One year,Fiber optic,0,0,Credit card,4,5433.48,1
278,Female,0,70,42.4,One year,Fiber optic,0,0,Credit card,4,2968.0,1
279,Male,0,55,43.91,Month-to-month,Fiber optic,1,1,Debit Card,2,2415.05,0
280,Female,0,33,71.23,Two year,DSL,1,0,Debit Card,6,2350.59,0
281,Female,0,62,97.36,Two year,Fiber optic,0,1,Bank transfer,0,6036.32,1
282,Female,0,23,24.4,Month-to-month,Fiber optic,1,1,UPI,3,561.2,1
283,Female,0,15,89.33,Two year,DSL,1,1,Credit card,2,1339.95,0
284,Male,0,27,84.82,Month-to-month,Fiber optic,0,1,Bank transfer,7,2290.14,1
285,Female,0,64,43.15,Month-to-month,Fiber optic,1,0,UPI,4,2761.6,1
286,Male,0,51,88.14,Month-to-month,No,0,0,Bank transfer,7,4495.14,1
287,Male,0,53,114.02,Month-to-month,Fiber optic,0,0,UPI,3,6043.06,1
288,Male,0,51,24.68,One year,DSL,1,0,UPI,6,1258.68,0
289,Male,0,47,51.97,Month-to-month,DSL,1,0,Credit card,3,2442.59,0
290,Female,0,4,63.82,Month-to-month,Fiber optic,0,0,UPI,7,255.28,1
291,Male,0,7,109.93,Month-to-month,Fiber optic,0,1,Debit Card,7,769.51,1
292,Male,0,35,116.23,Month-to-month,DSL,0,1,Credit card,0,4068.05,1
293,Male,0,48,64.41,Month-to-month,DSL,1,1,Debit Card,4,3091.68,0
294,Female,0,45,95.0,One year,Fiber optic,0,1,Bank transfer,1,4275.0,0
295,Female,1,19,73.17,Month-to-month,DSL,1,0,Bank transfer,0,1390.23,0
296,Female,0,63,73.78,Two year,DSL,1,0,UPI,0,4648.14,0
297,Female,0,38,47.81,One year,DSL,0,0,UPI,1,1816.78,0
298,Male,0,67,41.7,Month-to-month,DSL,0,1,Debit Card,1,2793.9,1
299,Male,1,59,48.8,Two year,Fiber optic,0,0,Debit Card,6,2879.2,1
300,Female,0,69,75.63,Month-to-month,Fiber optic,0,1,Debit Card,6,5218.47,1
301,Male,1,13,22.92,Month-to-month,DSL,0,0,Bank transfer,0,297.96,1
302,Male,0,47,110.72,Month-to-month,DSL,0,0,Debit Card,3,5203.84,0
303,Male,1,61,35.63,Month-to-month,DSL,0,0,Credit card,2,2173.43,1
304,Female,0,31,42.01,Month-to-month,Fiber optic,0,0,Credit card,2,1302.31,1
305,Female,1,22,71.83,One year,DSL,0,0,Bank transfer,0,1580.26,0
306,Male,0,43,91.01,Month-to-month,Fiber optic,0,1,Debit Card,3,3913.43,0
307,Female,0,67,29.57,One year,Fiber optic,0,1,Debit Card,1,1981.19,1
308,Female,0,54,51.77,Month-to-month,DSL,0,0,UPI,5,2795.58,1
309,Female,0,10,116.87,One year,DSL,0,1,Credit card,0,1168.7,0
310,Female,0,42,46.23,Month-to-month,DSL,0,0,Bank transfer,4,1941.66,0
311,Female,1,64,51.31,Month-to-month,Fiber optic,0,1,Debit Card,3,3283.84,0
312,Male,1,21,103.65,Month-to-month,Fiber optic,1,0,UPI,4,2176.65,0
313,Female,0,66,25.02,Month-to-month,DSL,0,1,Bank transfer,4,1651.32,1
314,Male,0,41,66.46,Month-to-month,No,0,0,Bank transfer,0,2724.86,1
315,Male,0,24,57.96,One year,DSL,1,0,Credit card,3,1391.04,1
316,Female,0,35,51.66,Month-to-month,Fiber optic,0,0,Debit Card,4,1808.1,1
317,Male,0,56,48.57,One year,Fiber optic,0,0,Bank transfer,6,2719.92,1
318,Male,0,30,29.14,One year,Fiber optic,1,0,UPI,7,874.2,1
319,Male,0,57,51.48,Two year,Fiber optic,1,0,UPI,6,2934.36,0
320,Female,0,47,24.31,Month-to-month,Fiber optic,1,1,Bank transfer,3,1142.57,1
321,Female,0,35,98.1,Month-to-month,Fiber optic,1,1,UPI,2,3433.5,0
322,Male,0,19,59.82,Two year,Fiber optic,0,1,Bank transfer,7,1136.58,1
323,Female,0,8,64.39,One year,Fiber optic,0,1,UPI,5,515.12,1
324,Female,0,26,109.36,Month-to-month,DSL,0,1,Bank transfer,4,2843.36,1
325,Female,1,71,85.81,Month-to-month,DSL,0,0,Bank transfer,4,6092.51,0
326,Female,0,30,20.81,Month-to-month,Fiber optic,0,0,Bank transfer,3,624.3,1
